Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls90,Ast90,G+A90,G-PK90,G+A-PK90,xG90,xAG90,xG+xAG90,npxG90,npxG+xAG90,Weekly Wages,Annual Wages,Cluster
Stefan Posch,AUT,DF,Bologna,Serie A,25,1997,30,30,2532.0,28.1,6,2,8,6,0,0,6,0,3.3,3.3,2.0,5.3,45.0,148.0,65.0,0.21,0.07,0.28,0.21,0.28,0.12,0.07,0.19,0.12,0.19,21028,1093461,2
Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,28,1994,19,3,411.0,4.6,2,1,3,2,0,0,1,0,1.3,1.3,1.8,3.1,10.0,7.0,40.0,0.44,0.22,0.66,0.44,0.66,0.29,0.39,0.68,0.29,0.68,84112,4373842,1
José Pozo,ESP,MF,Rayo Vallecano,La Liga,26,1996,8,1,88.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.14,0.04,0.14,7150,371777,1
Alejandro Pozo Pozo,ESP,DF,Almería,La Liga,23,1999,30,20,1880.0,20.9,0,3,3,0,0,0,2,0,0.5,0.5,3.6,4.2,44.0,64.0,90.0,0.0,0.14,0.14,0.0,0.14,0.03,0.17,0.2,0.03,0.2,15140,787292,0
Dennis Praet,BEL,MF,Leicester City, Premier League,28,1994,22,6,649.0,7.2,1,0,1,1,0,0,1,0,1.0,1.0,0.5,1.5,15.0,17.0,42.0,0.14,0.0,0.14,0.14,0.14,0.14,0.06,0.21,0.14,0.21,95326,4956928,1
Abdón Prats,ESP,FW,Mallorca,La Liga,29,1992,26,2,416.0,4.6,1,1,2,1,0,0,1,0,0.7,0.7,1.4,2.1,1.0,8.0,15.0,0.22,0.22,0.43,0.22,0.43,0.15,0.31,0.45,0.15,0.45,4836,251496,1
Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,28,1993,29,17,1633.0,18.1,1,1,2,1,0,0,3,1,1.2,1.2,0.8,1.9,14.0,112.0,14.0,0.06,0.06,0.11,0.06,0.11,0.06,0.04,0.11,0.06,0.11,17664,918507,0
Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,27,1995,18,17,1454.0,16.2,1,1,2,1,0,0,4,0,2.5,2.5,1.1,3.6,19.0,39.0,46.0,0.06,0.06,0.12,0.06,0.12,0.16,0.07,0.22,0.16,0.22,20187,1049722,0
Ivan Provedel,ITA,GK,Lazio,Serie A,28,1994,38,37,3413.0,37.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38902,2022902,2
Javi Puado,ESP,FW,Espanyol,La Liga,24,1998,37,25,2340.0,26.0,7,2,9,7,0,0,4,0,7.8,7.8,2.6,10.4,60.0,58.0,117.0,0.27,0.08,0.35,0.27,0.35,0.3,0.1,0.4,0.3,0.4,7991,415515,2
Tymoteusz Puchacz,POL,DF,Union Berlin,Bundesliga,23,1999,1,1,58.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,12196,634207,1
Arnau Puigmal,ESP,MF,Almería,La Liga,21,2001,22,7,763.0,8.5,1,0,1,1,0,0,4,0,1.1,1.1,0.5,1.7,24.0,16.0,57.0,0.12,0.0,0.12,0.12,0.12,0.13,0.06,0.19,0.13,0.19,3259,169486,1
Ignacio Pussetto,ARG,MF,Sampdoria,Serie A,26,1995,5,1,152.0,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.3,2.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,19556,1016918,1
Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,39,1983,23,7,800.0,8.9,1,1,2,1,0,0,2,0,2.8,2.8,0.7,3.5,5.0,25.0,72.0,0.11,0.11,0.23,0.11,0.23,0.31,0.08,0.4,0.31,0.4,19556,1016918,1
Giacomo Quagliata,ITA,DF,Cremonese,Serie A,22,2000,20,6,699.0,7.8,0,1,1,0,0,0,0,1,0.5,0.5,1.0,1.5,19.0,28.0,45.0,0.0,0.13,0.13,0.0,0.13,0.06,0.13,0.19,0.06,0.19,5467,284300,1
Eduardo Quaresma,POR,DF,Hoffenheim,Bundesliga,20,2002,4,1,88.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5257,273365,1
Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,19,2002,1,0,82.0,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893,98411,1
Domingos Quina,POR,MF,Elche,La Liga,22,1999,10,2,275.0,3.1,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,12.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.21,0.07,0.21,10935,568600,1
Adrien Rabiot,FRA,MF,Juventus,Serie A,27,1995,32,31,2748.0,30.5,8,4,12,8,0,0,9,0,6.2,5.8,2.3,8.2,72.0,133.0,109.0,0.26,0.13,0.39,0.26,0.39,0.2,0.08,0.28,0.19,0.27,188622,9808342,2
Nemanja Radonjić,SRB,MF,Torino,Serie A,26,1996,28,16,1461.0,16.2,2,2,4,2,0,0,1,0,5.0,5.0,1.7,6.6,86.0,42.0,163.0,0.12,0.12,0.25,0.12,0.25,0.31,0.1,0.41,0.31,0.41,21659,1126264,0
Ivan Radovanović,SRB,MF,Salernitana,Serie A,33,1988,10,7,671.0,7.5,0,0,0,0,0,0,1,1,0.2,0.2,0.0,0.2,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,23341,1213741,1
Ionuț Radu,ROU,GK,Cremonese,Serie A,25,1997,9,9,810.0,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,38902,2022902,1
Ștefan Radu,ROU,FW,Lazio,Serie A,35,1986,1,0,1.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46682,2427483,1
Antonio Raillo,ESP,DF,Mallorca,La Liga,30,1991,31,31,2766.0,30.7,2,3,5,2,0,0,11,1,0.6,0.6,1.1,1.7,8.0,50.0,5.0,0.07,0.1,0.16,0.07,0.16,0.02,0.03,0.05,0.02,0.05,16402,852899,2
Predrag Rajković,SRB,GK,Mallorca,La Liga,26,1995,36,36,3240.0,36.0,0,0,0,0,0,0,3,0,0.0,0.0,0.5,0.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,17664,918507,2
Ivan Rakitić,CRO,MF,Sevilla,La Liga,34,1988,31,21,1788.0,19.9,1,3,4,0,1,2,3,1,3.3,1.7,1.9,3.7,42.0,148.0,84.0,0.05,0.15,0.2,0.0,0.15,0.17,0.1,0.26,0.09,0.18,135631,7052821,0
Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,20,2001,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4206,218692,1
Largie Ramazani,BEL,FW,Almería,La Liga,21,2001,33,13,1403.0,15.6,3,1,4,3,0,1,6,0,4.2,3.4,1.7,5.1,59.0,30.0,94.0,0.19,0.06,0.26,0.19,0.26,0.27,0.11,0.38,0.22,0.33,3259,169486,0
Adil Rami,FRA,DF,Troyes,Ligue 1,36,1985,20,18,1596.0,17.7,0,1,1,0,0,0,2,0,0.7,0.7,0.6,1.3,4.0,35.0,2.0,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,16402,852899,0
Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,33,31,2704.0,30.0,2,1,3,2,0,0,3,1,1.7,1.7,0.2,1.9,15.0,163.0,10.0,0.07,0.03,0.1,0.07,0.1,0.06,0.01,0.06,0.06,0.06,229206,11918721,2
Aaron Ramsdale, ENG,GK,Arsenal, Premier League,24,1998,38,38,3420.0,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76260,3965542,2
Aaron Ramsey, WAL,MF,Nice,Ligue 1,31,1990,27,18,1584.0,17.6,1,1,2,1,0,0,3,0,2.5,2.5,1.8,4.3,29.0,126.0,84.0,0.06,0.06,0.11,0.06,0.11,0.14,0.1,0.24,0.14,0.24,80958,4209823,0
Jacob Ramsey, ENG,MF,Aston Villa, Premier League,21,2001,35,31,2636.0,29.3,6,7,13,6,0,0,5,0,5.0,5.0,5.1,10.1,94.0,98.0,119.0,0.2,0.24,0.44,0.2,0.44,0.17,0.17,0.34,0.17,0.34,88971,4626466,2
Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,9,5,508.0,5.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,23341,1213741,1
Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,14,5,530.0,5.9,1,0,1,1,0,0,1,0,1.2,1.2,0.4,1.6,13.0,26.0,15.0,0.17,0.0,0.17,0.17,0.17,0.21,0.06,0.27,0.21,0.27,9673,502992,1
Raphinha,BRA,FW,Barcelona,La Liga,25,1996,36,25,2072.0,23.0,7,7,14,7,0,0,9,0,9.3,9.3,9.8,19.1,97.0,104.0,339.0,0.3,0.3,0.61,0.3,0.61,0.41,0.43,0.83,0.41,0.83,262851,13668258,0
Nicolai Rapp,GER,MF,Werder Bremen,Bundesliga,25,1996,7,0,71.0,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,38481,2001033,1
Elba Rashani,KVX,MF,Clermont Foot,Ligue 1,29,1993,32,26,2162.0,24.0,3,3,6,3,0,0,3,0,4.7,4.7,3.6,8.3,55.0,54.0,172.0,0.12,0.12,0.25,0.12,0.25,0.2,0.15,0.34,0.2,0.34,2944,153084,2
Marcus Rashford, ENG,FW,Manchester Utd, Premier League,24,1997,35,32,2879.0,32.0,17,5,22,17,0,0,2,0,15.4,15.4,3.4,18.8,85.0,88.0,245.0,0.53,0.16,0.69,0.53,0.69,0.48,0.11,0.59,0.48,0.59,254201,13218475,2
Giacomo Raspadori,ITA,FW,Sassuolo,Serie A,22,2000,1,0,45.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97360,5062723,1
Rafael Ratão,BRA,FW,Toulouse,Ligue 1,26,1995,30,25,1851.0,20.6,5,4,9,5,0,0,2,0,5.1,5.1,4.1,9.2,61.0,83.0,216.0,0.24,0.19,0.44,0.24,0.44,0.25,0.2,0.45,0.25,0.45,10514,546730,0
David Raum,GER,DF,RB Leipzig,Bundesliga,24,1998,28,19,1685.0,18.7,0,2,2,0,0,0,5,0,0.6,0.6,4.6,5.2,44.0,69.0,127.0,0.0,0.11,0.11,0.0,0.11,0.03,0.25,0.28,0.03,0.28,158762,8255628,0
Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33,1988,9,9,810.0,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995,207758,1
Rayan Raveloson,MAD,DF,Auxerre,Ligue 1,25,1997,34,27,2431.0,27.0,2,1,3,2,0,0,0,0,2.4,2.4,0.9,3.3,36.0,100.0,61.0,0.07,0.04,0.11,0.07,0.11,0.09,0.03,0.12,0.09,0.12,15140,787292,2
David Raya,ESP,GK,Brentford, Premier League,26,1995,38,38,3420.0,38.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,31775,1652309,2
Tim Ream,USA,DF,Fulham, Premier League,34,1987,33,33,2897.0,32.2,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.4,28.0,142.0,2.0,0.03,0.0,0.03,0.03,0.03,0.01,0.0,0.01,0.01,0.01,38130,1982771,2
Ante Rebić,CRO,FW,Milan,Serie A,28,1993,23,10,980.0,10.9,3,2,5,3,0,0,4,0,3.5,3.5,2.0,5.5,17.0,29.0,92.0,0.28,0.18,0.46,0.28,0.46,0.32,0.19,0.5,0.32,0.5,94416,4909638,0
Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,30,24,2173.0,24.1,1,1,2,1,0,0,5,0,1.0,1.0,2.2,3.2,82.0,79.0,94.0,0.04,0.04,0.08,0.04,0.08,0.04,0.09,0.13,0.04,0.13,24182,1257480,2
Harrison Reed, ENG,MF,Fulham, Premier League,27,1995,37,35,2866.0,31.8,3,4,7,3,0,0,5,0,1.9,1.9,4.1,6.0,30.0,102.0,107.0,0.09,0.13,0.22,0.09,0.22,0.06,0.13,0.19,0.06,0.19,38130,1982771,2
Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,11,2,309.0,3.4,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,16.0,11.0,30.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,67080,3488139,1
Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22,22,1980.0,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,52570,2733652,0
Jeff Reine-Adélaïde,FRA,MF,Troyes,Ligue 1,24,1998,6,3,233.0,2.6,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.8,10.0,20.0,8.0,0.0,0.39,0.39,0.0,0.39,0.12,0.17,0.29,0.12,0.29,25234,1312153,1
Reinier,BRA,MF,Girona,La Liga,20,2002,18,5,647.0,7.2,2,1,3,2,0,0,1,1,1.3,1.3,0.6,1.8,13.0,25.0,27.0,0.28,0.14,0.42,0.28,0.42,0.17,0.08,0.26,0.17,0.26,12617,656076,1
Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,1,0,3.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8201,426450,1
Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,16,15,1181.0,13.1,1,1,2,1,0,0,2,0,0.8,0.8,0.1,0.9,13.0,50.0,7.0,0.08,0.08,0.15,0.08,0.15,0.06,0.01,0.07,0.06,0.07,52570,2733652,0
Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38,38,3420.0,38.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58879,3061690,2
Marco Reus,GER,MF,Dortmund,Bundesliga,33,1989,25,14,1353.0,15.0,6,4,10,5,1,1,4,0,5.1,4.3,2.6,6.9,33.0,45.0,78.0,0.4,0.27,0.67,0.33,0.6,0.34,0.17,0.51,0.29,0.46,231309,12028067,0
Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,24,1997,31,30,2524.0,28.0,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,14.0,89.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,29019,1508976,2
Gio Reyna,USA,FW,Dortmund,Bundesliga,19,2002,22,4,625.0,6.9,7,2,9,6,1,1,2,0,4.3,3.5,1.3,4.8,23.0,25.0,57.0,1.01,0.29,1.3,0.86,1.15,0.62,0.18,0.81,0.51,0.69,2734,142150,1
Nico Ribaudo,ESP,MF,Espanyol,La Liga,21,2001,32,16,1248.0,13.9,1,2,3,1,0,0,4,0,3.7,3.7,2.3,6.0,40.0,57.0,92.0,0.07,0.14,0.22,0.07,0.22,0.27,0.17,0.43,0.27,0.43,4416,229627,0
Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,28,23,2070.0,23.0,2,1,3,2,0,0,6,0,1.7,1.7,1.8,3.5,43.0,104.0,31.0,0.09,0.04,0.13,0.09,0.13,0.07,0.08,0.15,0.07,0.15,38902,2022902,0
Declan Rice, ENG,MF,West Ham, Premier League,23,1999,37,36,3273.0,36.4,4,1,5,4,0,1,5,0,2.4,1.6,3.2,4.8,88.0,240.0,37.0,0.11,0.03,0.14,0.11,0.14,0.07,0.09,0.15,0.04,0.13,76260,3965542,2
Chris Richards,USA,DF,Crystal Palace, Premier League,22,2000,9,4,447.0,5.0,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.14,0.05,0.2,0.14,0.2,69905,3635081,1
Richarlison,BRA,MF,Tottenham, Premier League,25,1997,27,12,1010.0,11.2,1,3,4,1,0,0,3,0,3.3,3.3,2.2,5.5,33.0,28.0,75.0,0.09,0.27,0.36,0.09,0.36,0.29,0.2,0.49,0.29,0.49,114391,5948314,0
Marco Richter,GER,MF,Hertha BSC,Bundesliga,24,1997,29,21,1836.0,20.4,6,5,11,6,0,0,8,0,3.7,3.7,2.9,6.6,38.0,68.0,102.0,0.29,0.25,0.54,0.29,0.54,0.18,0.14,0.32,0.18,0.32,9463,492057,0
Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,20,18,1646.0,18.3,0,0,0,0,0,0,3,0,0.2,0.2,1.5,1.7,32.0,64.0,72.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,25234,1312153,0
Jaïro Riedewald,NED,DF,Crystal Palace, Premier League,25,1996,6,0,64.0,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,69905,3635081,1
Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34,34,3060.0,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25865,1344957,2
Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,34,30,2555.0,28.4,0,2,2,0,0,0,7,1,0.6,0.6,1.2,1.8,27.0,122.0,35.0,0.0,0.07,0.07,0.0,0.07,0.02,0.04,0.06,0.02,0.06,27337,1421499,2
Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,7,6,601.0,6.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8832,459253,1
Renaud Ripart,FRA,FW,Troyes,Ligue 1,29,1993,26,15,1320.0,14.7,4,1,5,4,0,0,4,0,3.5,3.5,1.9,5.4,28.0,47.0,104.0,0.27,0.07,0.34,0.27,0.34,0.24,0.13,0.37,0.24,0.37,17664,918507,0
Rodrigo Riquelme,ESP,MF,Girona,La Liga,22,2000,34,25,2179.0,24.2,4,4,8,4,0,0,1,0,4.0,4.0,3.6,7.6,116.0,85.0,171.0,0.17,0.17,0.33,0.17,0.33,0.17,0.15,0.32,0.17,0.32,7570,393646,2
Matt Ritchie, SCO,FW,Newcastle Utd, Premier League,32,1989,7,0,39.0,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.24,57195,2974157,1
Sergi Roberto,ESP,DF,Barcelona,La Liga,30,1992,23,15,1308.0,14.5,4,1,5,4,0,0,3,0,2.4,2.4,0.9,3.3,47.0,97.0,72.0,0.28,0.07,0.34,0.28,0.34,0.17,0.06,0.23,0.17,0.23,105140,5467303,0
Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,37,34,2843.0,31.6,2,7,9,2,0,0,7,0,2.6,2.6,6.6,9.2,47.0,155.0,97.0,0.06,0.22,0.28,0.06,0.28,0.08,0.21,0.29,0.08,0.29,19977,1038788,2
Andrew Robertson, SCO,DF,Liverpool, Premier League,28,1994,34,29,2583.0,28.7,0,8,8,0,0,0,3,0,1.3,1.3,6.1,7.4,80.0,166.0,194.0,0.0,0.28,0.28,0.0,0.28,0.05,0.21,0.26,0.05,0.26,127101,6609237,2
Antonee Robinson,USA,DF,Fulham, Premier League,24,1997,35,35,3088.0,34.3,0,1,1,0,0,0,8,0,0.1,0.1,1.3,1.4,112.0,129.0,153.0,0.0,0.03,0.03,0.0,0.03,0.0,0.04,0.04,0.0,0.04,31775,1652309,2
Joel Robles,ESP,GK,Leeds United, Premier League,32,1990,4,4,360.0,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25420,1321847,1
Marc Roca,ESP,MF,Leeds United, Premier League,25,1996,32,29,2315.0,25.7,1,2,3,1,0,0,7,0,2.1,2.1,2.9,5.0,25.0,172.0,28.0,0.04,0.08,0.12,0.04,0.12,0.08,0.11,0.19,0.08,0.19,63550,3304619,2
Enzo Roco,CHI,DF,Elche,La Liga,29,1992,22,19,1652.0,18.4,0,0,0,0,0,0,7,1,0.6,0.6,0.0,0.6,6.0,42.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,3259,169486,0
Marek Rodák,SVK,GK,Fulham, Premier League,25,1996,2,2,180.0,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19065,991386,1
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,27,19,1414.0,15.7,4,1,5,4,0,0,6,0,0.9,0.9,0.9,1.8,23.0,105.0,39.0,0.25,0.06,0.32,0.25,0.32,0.06,0.06,0.11,0.06,0.11,44159,2296267,0
Joe Rodon, WAL,DF,Rennes,Ligue 1,24,1997,16,16,1417.0,15.7,1,0,1,1,0,0,2,1,0.9,0.9,0.0,0.9,5.0,49.0,0.0,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,12196,634207,0
Rodri,ESP,MF,Manchester City, Premier League,26,1996,36,34,2911.0,32.3,2,6,8,2,0,0,5,0,4.6,4.6,4.1,8.7,76.0,260.0,37.0,0.06,0.19,0.25,0.06,0.25,0.14,0.13,0.27,0.14,0.27,279622,14540322,2
Rodrigo,ESP,FW,Leeds United, Premier League,31,1991,31,23,1935.0,21.5,13,1,14,12,1,1,6,0,8.1,7.3,1.8,9.1,40.0,44.0,143.0,0.6,0.05,0.65,0.56,0.6,0.38,0.08,0.46,0.34,0.42,127101,6609237,0
Ángel Rodríguez,ESP,FW,Mallorca,La Liga,35,1987,17,2,394.0,4.4,1,0,1,1,0,0,1,0,2.8,2.8,0.1,2.8,4.0,6.0,19.0,0.23,0.0,0.23,0.23,0.23,0.63,0.02,0.64,0.63,0.64,7150,371777,1
Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,33,19,1775.0,19.7,2,0,2,2,0,0,6,0,3.6,3.6,2.2,5.9,29.0,118.0,37.0,0.1,0.0,0.1,0.1,0.1,0.18,0.11,0.3,0.18,0.3,24182,1257480,0
Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,35,26,2100.0,23.3,3,6,9,3,0,0,8,0,2.4,2.4,3.2,5.6,43.0,76.0,64.0,0.13,0.26,0.39,0.13,0.39,0.1,0.14,0.24,0.1,0.24,9252,481123,2
Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,34,33,2872.0,31.9,1,0,1,1,0,0,8,0,1.2,1.2,0.4,1.6,11.0,123.0,18.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,35748,1858883,2
Pablo Rodríguez,ESP,FW,Lecce,Serie A,20,2001,4,0,54.0,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,6729,349907,1
Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,35,30,2670.0,29.7,0,0,0,0,0,0,3,0,0.4,0.4,1.9,2.4,49.0,133.0,51.0,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.08,0.01,0.08,58458,3039820,2
Rodrygo,BRA,FW,Real Madrid,La Liga,21,2001,34,25,2379.0,26.4,9,8,17,8,1,1,4,0,13.7,12.9,7.0,19.9,146.0,81.0,268.0,0.34,0.3,0.64,0.3,0.61,0.52,0.26,0.78,0.49,0.75,175164,9108527,2
Mads Roerslev,DEN,DF,Brentford, Premier League,23,1999,20,12,1108.0,12.3,0,0,0,0,0,0,0,0,0.3,0.3,1.2,1.5,8.0,19.0,36.0,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12,12710,660924,0
Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,20,14,1426.0,15.8,0,1,1,0,0,0,7,0,0.8,0.8,0.0,0.8,1.0,23.0,2.0,0.0,0.06,0.06,0.0,0.06,0.05,0.0,0.05,0.05,0.05,23972,1246545,0
Rogério,BRA,DF,Sassuolo,Serie A,24,1998,36,34,2996.0,33.3,0,3,3,0,0,0,5,1,0.5,0.5,2.7,3.3,110.0,185.0,115.0,0.0,0.09,0.09,0.0,0.09,0.02,0.08,0.1,0.02,0.1,27337,1421499,2
Merlin Röhl,GER,MF,Freiburg,Bundesliga,20,2002,3,0,57.0,0.6,0,1,1,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,1.0,4.0,0.0,1.58,1.58,0.0,1.58,0.0,0.73,0.73,0.0,0.73,1262,65608,1
Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,2,0,46.0,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15561,809161,1
Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,34,33,2922.0,32.5,2,0,2,2,0,0,6,0,1.4,1.4,0.1,1.6,3.0,62.0,3.0,0.06,0.0,0.06,0.06,0.06,0.04,0.0,0.05,0.04,0.05,116916,6079641,2
Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1,1,90.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5678,295234,1
Cristian Romero,ARG,DF,Tottenham, Premier League,24,1998,27,26,2364.0,26.3,0,1,1,0,0,0,11,1,1.5,1.5,1.2,2.6,19.0,92.0,9.0,0.0,0.04,0.04,0.0,0.04,0.06,0.05,0.1,0.06,0.1,209716,10905242,2
